Nr,Name,Address,Email,Telefon,Web
311,Stahmer Schweißtechnik Rohrleitungsbau Apparatebau Metallbau Kupfer,Auf der Böge 54 21039  Hamburg-Curslack,,(040) 28 78 88 61,https://www.gelbeseiten.de/gsbiz/f540dfe1-32ca-4338-a041-02f678f1bf78
312,Wurm Franz GmbH,Thomas-Schwarz-Str. 22 85221  Dachau,,(08131) 36 20-0,https://www.gelbeseiten.de/gsbiz/470e1d7b-bcb4-4e9d-938f-c9ffde7932fc
313,Baum Rohrleitungsbau GmbH,Boschstr. 12 21423  Winsen (Luhe),,(04171) 21 12,https://www.gelbeseiten.de/gsbiz/517f1740-8cb8-4ce8-b924-d61c8253c756
314,BLK-Bohrteam GmbH,Gewerbegebiet Süd 2 06618  Mertendorf-Görschen,,(034445) 7 01 30,https://www.gelbeseiten.de/gsbiz/11930382-4031-4451-a8d9-cf1bf1c43305
315,Brochier Hans Holdings Limited,Bremer Str. 63 01067  Dresden-Friedrichstadt,,(0351) 4 31 58-0,https://www.gelbeseiten.de/gsbiz/997518c6-b983-4a2c-8494-34aaa5b05d43
316,Combé Anlagenbau GmbH Sprinkleranlagen,Lankwitzer Str. 39 12107  Berlin-Mariendorf,,(030) 7 00 05-0,https://www.gelbeseiten.de/gsbiz/9d7ea4a9-c452-4b13-9893-4c651456b92b
317,Heinrich Strüder GmbH,Siegesbergstr. 3 01896  Pulsnitz,,(035955) 86 56-0,https://www.gelbeseiten.de/gsbiz/46d2238c-a39a-465f-ba41-352bbc5f5547
318,HRS Ingenieur- und Rohrleitungsbau GmbH,Zeppelinstr. 25 85748  Garching-Hochbrück,,(089) 36 89 97 21,https://www.gelbeseiten.de/gsbiz/8330074c-0c8a-40db-880a-010e460a4af1
319,Jakob Schweißtechnik GmbH,Northeimer Str. 5 37574  Einbeck-Iber,,(05554) 84 90,https://www.gelbeseiten.de/gsbiz/c5fe3cc2-5aee-43ed-80f3-683266d9cb02
320,Kozina Industrie-Rohr-Leitungsbau GmbH,Odendorfer Weg 77 53881  Euskirchen-Palmersheim,,(02255) 94 20-0,https://www.gelbeseiten.de/gsbiz/7b76672e-0b65-468d-bd11-1633701366dc
321,Pahl u. Kummetat,Bahnhofstr. 20 84494  Neumarkt-Sankt Veit,,(0171) 8 80 81 67,https://www.gelbeseiten.de/gsbiz/9499275d-917d-459f-a134-fbc48f6c9345
322,Rohrleitungs- und Heizungsbau Löbau GmbH,Neue Sorge 41 02708  Löbau,,(03585) 83 30 76,https://www.gelbeseiten.de/gsbiz/f225445a-6e4b-4020-831c-d0c2c7d09c65
323,Rublic + Canzler GmbH Rohrleitungsbau,Schäferstr. 53-57 01067  Dresden-Friedrichstadt,,(0351) 4 99 24-0,https://www.gelbeseiten.de/gsbiz/a4b95ef7-103e-40cc-84a3-736d91b5fdb8
324,Stehmeyer + Bischoff Berlin GmbH & Co. KG Bauunternehmen,Scharnweberstr. 24 13405  Berlin-Reinickendorf,,(030) 41 78 85-0,https://www.gelbeseiten.de/gsbiz/f5d81774-9390-4aee-9b47-e62db390bd2c
325,SUMATHERM GmbH,Ludwig-Thoma-Str. 3 84489  Burghausen,,(08677) 6 12 57,https://www.gelbeseiten.de/gsbiz/b595837d-5420-4b7d-a7ee-69b8f824cb9d
326,SUMATHERM GmbH,Ludwig-Thoma-Str. 3 84489  Burghausen,,,https://www.gelbeseiten.de/gsbiz/a2dcd54f-ff01-46e6-9b7b-cc382877a434
327,Barth Peter GmbH,Funckstr. 22-24 42115  Wuppertal-Elberfeld,info@barth-wuppertal.de,(0202) 30 49 87,https://www.gelbeseiten.de/gsbiz/c7eb752e-7810-4b40-b98b-21edbba0f766
328,Insituform Rohrsanierungstechniken GmbH,Radeburger Str. 172 01109  Dresden-Hellerau/Wilschdorf,,(0351) 79 59 76-0,https://www.gelbeseiten.de/gsbiz/417f3414-93ba-48ae-ac4b-24debd8aebc4
329,Kopf Umwelt- und Energietechnik GmbH,Merzdorfer Str. 7 01591  Riesa-Gröba,,(03525) 8 97-0,https://www.gelbeseiten.de/gsbiz/c797bbd6-6a90-43d6-a264-94eeedcb2c5c
330,Pierenkemper GmbH,Gottlieb-Daimler-Str. 14-16 50226  Frechen,,(02234) 92 12-0,https://www.gelbeseiten.de/gsbiz/ddd2ad05-945c-4336-8aad-5e4f3aecc5cc
331,Wöltinger Tief- und Rohrleitungsbau GmbH & Co. KG,Herzbergstr. 33 10365  Berlin-Lichtenberg,,(030) 55 77 33-0,https://www.gelbeseiten.de/gsbiz/7edb9dca-159c-4b8d-9270-76ad3f0a7326
332,Codur,Wolfsbendenstr. 62 52080  Aachen-Eilendorf,,(0241) 46 35 43 97,https://www.gelbeseiten.de/gsbiz/dce3d9bd-56cc-41be-b12f-4e36b87baba2
333,PPS Pipeline Systems GmbH,Hindenburgstr. 36 49610  Quakenbrück-Altstadt,,(05431) 14-0,https://www.gelbeseiten.de/gsbiz/b450f9e9-be97-45b1-9fad-2ee06c6ea4f1
334,Reim Tiefbau GmbH Rohrleitungsbau,Wegedornstr. 48 12524  Berlin-Altglienicke,,(030) 6 89 89 94-0,https://www.gelbeseiten.de/gsbiz/c42a5baa-6ce5-430c-b35d-16b39c872546
335,Petzold Andreas Rohrleitungsbau,Am Sandberg 10 01920  Elstra-Rauschwitz,,(035793) 57 40,https://www.gelbeseiten.de/gsbiz/31522eae-a579-472f-87a2-d37014de5978
336,"Strüder Rohr-, Regel- und Meßanlagen GmbH",Alte Hohe Str. 3 08289  Schneeberg-Neustädtel,,(03772) 36 02-0,https://www.gelbeseiten.de/gsbiz/ea294167-73dd-43db-a89f-66f02a0397dd
337,Thomas Neubert Edelstahl Rohrleitungsbau Geschäftsführungs UG,Koblenzer Str. 146 66822  Lebach-Aschbach,neubertnet@t-online.de,(06881) 53 73 62,https://www.gelbeseiten.de/gsbiz/8e395752-07a7-47bd-bb79-8a087414e901
338,A. Abfluß Ardo,42651  Solingen,,(0212) 5 37 01,https://www.gelbeseiten.de/gsbiz/43b6498a-b66c-474a-8b11-23469cfd2e91
339,Erdwärme & Bohrtechnik GmbH,Wilhelm-Liebknecht-Str. 1A 09337  Hohenstein-Ernstthal,,(03723) 6 67 09 93,https://www.gelbeseiten.de/gsbiz/9a8e03c2-941b-4d69-80ba-edde6d60d1e8
340,Georg Fischer GmbH,Daimlerstr. 6 73095  Albershausen,,(07161) 3 02-0,https://www.gelbeseiten.de/gsbiz/12921cfd-de6a-4193-9c78-7293d96687ce
341,KRT Kabel- und Rohrleitungstiefbau GmbH,Gelleper Str. 14 47809  Krefeld-Gellep-Stratum,,(02151) 94 77 94,https://www.gelbeseiten.de/gsbiz/ed58ca3b-33ae-4f0e-8235-21c1e8f40ad2
342,LOCATEC Schwerin,Pampower Str. 26 19073  Stralendorf,,(03869) 7 80 80 40,https://www.gelbeseiten.de/gsbiz/73649e95-03f2-4397-865f-cdf7c02eb175
343,"MONT GmbH Rohrleitungsbau, Gas- und Sanitärinstallation",Kieler Str. 41A 01109  Dresden-Klotzsche,,(0351) 8 90 52 17,https://www.gelbeseiten.de/gsbiz/46b3c1f5-5bbb-4a64-ad12-7f1c5c01207e
344,R.O.T GmbH & Co KG,Moltkestr. 5A 67454  Haßloch,info@rot-orbitaltechnik.de,(06324) 9 82 38 13,https://www.gelbeseiten.de/gsbiz/8473bac2-dcb2-4038-9d5d-810e00682338
345,RGW - Rohrbau Glanz GmbH,Sauerlacher Str. 5 85649  Brunnthal-Hofolding,mail@rgw-rohrbau.de,(08104) 88 98 95-0,https://www.gelbeseiten.de/gsbiz/eb58702d-a8aa-45f2-8e74-fc44ff8a45c1
346,Rohr-Gebauer Tiefbau GmbH,Kleine Seite 2 04618  Langenleuba-Niederhain,info@rohr-gebauer.de,,https://www.gelbeseiten.de/gsbiz/c1f666a7-2e77-4e68-b31c-40fe273d8f16
347,Rohr-Gebauer Tiefbau GmbH,Kleine Seite 2 04618  Langenleuba-Niederhain,info@rohr-gebauer.de,(034497) 7 86 06,https://www.gelbeseiten.de/gsbiz/fe9ffba0-c87e-4eea-852e-cfdbe627c069
348,Unger Rohrleitungsbau GmbH,Zum Weingarten 13 88699  Frickingen,,(07554) 4 71,https://www.gelbeseiten.de/gsbiz/20617722-23a6-4a91-ac19-cec687f306ae
349,AAR Montage GmbH Brauer & Wolter,Ehlegrund 15 39114  Magdeburg-Berliner Chaussee,,(0391) 8 18 37-0,https://www.gelbeseiten.de/gsbiz/d179a249-982b-4db4-9deb-74ebada1f57c
350,Anlagentechnik Hochwald GmbH,Saarbrücker Str. 218 66679  Losheim am See,info@ath-losheim.de,(06872) 90 19 90,https://www.gelbeseiten.de/gsbiz/6dd73e75-f9bb-4fa9-a64a-e80510ef3b11
351,Aqua-Protect GmbH,Hallesche Str. 1 68309  Mannheim-Vogelstang,info@aqua-protect.org,(0621) 7 77 77-0,https://www.gelbeseiten.de/gsbiz/9a9ad956-4386-471f-bf02-50848d97df3e
352,Arens Anlagenbau GmbH,Dieselstr. 15 49767  Twist-Ost,,(05936) 93 61-0,https://www.gelbeseiten.de/gsbiz/f9771310-fd06-4775-ad17-133cf0be9a76
353,Arnold Schnell Rohrleitungsbau GmbH,Carl-Benz-Str. 42 57299  Burbach,info@schnell-rohre.de,(02736) 4 96 30,https://www.gelbeseiten.de/gsbiz/ea41e7c2-8d33-4c50-944d-349b90591720
354,BartelBau GmbH & Co. Betriebs-KG Rohrleitungsbau,Eichhorster Weg 80 13435  Berlin-Wittenau,,(030) 4 02 05 36-0,https://www.gelbeseiten.de/gsbiz/deecef88-cfd7-422c-8b7e-52acaabda060
355,Be-Ka-Tec GmbH,Industriestr. 22A 93176  Beratzhausen,,(09493) 95 18 15-0,https://www.gelbeseiten.de/gsbiz/3f50c150-5c70-4e15-98ea-d7b099e2aa93
356,BE-RO Behälter- und Rohrleitungsbau,Bahnhofstr. 11 93483  Pösing,,(09461) 9 11 46 35,https://www.gelbeseiten.de/gsbiz/9bf5a871-d547-4ace-95a8-12b6834a7252
357,Becher Gebr. Rohrleitungsbau GmbH,Bahnhofstr. 72 57555  Mudersbach,info@gebrueder-becher.de,(02745) 9 20 30,https://www.gelbeseiten.de/gsbiz/8cf313d6-cf30-402a-9cdb-f2ad26e525bd
358,beton & rohrbau C.-F. Thymian GmbH & Co. KG Rohrleitungsbau,Westhafenstr. 1 13353  Berlin-Moabit,,(030) 39 73 41-0,https://www.gelbeseiten.de/gsbiz/2149185e-a5f4-4cdf-9f52-18067cd42b52
359,BHK Aindling GmbH Planung Rohrleitungsbau Arbeitnehmerüberlassung,Arnhofener Str. 43 86447  Aindling,,(08237) 96 16-0,https://www.gelbeseiten.de/gsbiz/5b20ebbf-e75c-48d0-94e2-2435479d6200
360,Bilfinger Engineering & Technologies GmbH,Petershütter Allee 53 37520  Osterode am Harz,,(05522) 3 13-0,https://www.gelbeseiten.de/gsbiz/38bd22af-f60d-4c32-9965-091239d9836d
361,BIS Rohrbau Grenzach GmbH,Gewerbestr. 5 79639  Grenzach-Wyhlen,,(07624) 91 65-0,https://www.gelbeseiten.de/gsbiz/c8bd01b9-23aa-4d31-b719-4ed4ce8400c2
362,Bohlen & Doyen Bauunternehmung GmbH,Beethovenstr. 1 06712  Zeitz,info@bohlen-doyen.com,(03441) 85 86-0,https://www.gelbeseiten.de/gsbiz/5e349899-4503-41b8-bdef-b6434ffe3223
363,Bohlen & Doyen GmbH,Hauptstr. 248 26639  Wiesmoor,,(04944) 3 01-0,https://www.gelbeseiten.de/gsbiz/1fefe7a5-0966-4f8c-8030-603417d012d0
364,Braun stahl pipe tec GmbH,Johann-Gerber-Str. 3 77694  Kehl,,(07851) 4 85 58 66,https://www.gelbeseiten.de/gsbiz/c6d4538c-783b-4a9a-a779-4903ffcb2e7f
365,Britsch Anlagentechnik,Hornisgrindestr. 1 77871  Renchen,,(07843) 99 58 89-0,https://www.gelbeseiten.de/gsbiz/e567fa71-63b7-4585-9bf9-46fc713b203e
366,BRUGG Rohrsysteme Gesellschaft mit beschränkter Haftung,Argonstr. 20 86153  Augsburg-Innenstadt,,(0821) 9 07 94 44,https://www.gelbeseiten.de/gsbiz/146e9c52-720e-46a6-bc1f-320f05f1719a
367,Cassens Rohrleitungsbau GmbH Rohrleitungs- und Tiefbau-Unternehmung,Ladestr. 35A 28197  Bremen-Hohentorshafen,caris@cassens-gmbh.de,(0421) 4 39 30-3,https://www.gelbeseiten.de/gsbiz/b3292ca2-c103-4866-ac3a-c99b926d4dc1
368,Christoffers Kulturbau GmbH,Herrenhauser Str. 1 26215  Wiefelstede-Herrenhausen,,(04458) 9 49 37-0,https://www.gelbeseiten.de/gsbiz/d2025cc5-89b7-475a-aaec-4740b851efdb
369,Dahmen Rohrleitungsbau GmbH & Co.KG,Artlandstr. 75 49610  Quakenbrück-Neustadt,,(05431) 94 81-0,https://www.gelbeseiten.de/gsbiz/a8bfae79-bddd-482a-b92b-486e92285114
370,Dau Rohrleitungsbau GmbH,Marienstr. 15-18 19386  Lübz,,(038731) 5 13-0,https://www.gelbeseiten.de/gsbiz/5803d4a9-c294-4aeb-b6aa-86c0781212c1
371,Depping Rosemarie Rohrltg.Bau,Im Stüh 5 32689  Kalletal-Asendorf,,(05264) 3 89,https://www.gelbeseiten.de/gsbiz/cdb0f319-861a-41d0-8538-d011ee414b97
372,Die Elbmonteure GmbH Apparatebau Rohrleitungsbau Schweißtechnik,Waterloostr. 31 22769  Hamburg-Eimsbüttel,,(040) 50 69 10 68,https://www.gelbeseiten.de/gsbiz/b21ce0c4-d2b3-45c5-b390-1dbabcf0c787
373,Diringer & Scheidel Rohrsanierung GmbH & Co. KG,Eichenhain 4 35641  Schöffengrund,zentrale.rohrsan@dus.de,(06445) 9 24 80,https://www.gelbeseiten.de/gsbiz/42b5b979-334a-42c8-984e-3550d9bbf89e
374,Doyma GmbH & Co.,Industriestr. 43-57 28876  Oyten-Süd I,,(04207) 91 66-0,https://www.gelbeseiten.de/gsbiz/c28879b1-8f02-43dd-81cb-8841fac59b73
375,E & F Metall- und Rohrleitungsbau GmbH,Europa-Allee 13 54343  Föhren,info@e-u-f.de,(06502) 9 21 50,https://www.gelbeseiten.de/gsbiz/8abb2ea2-c88d-41d9-9fd5-377bf3624528
376,E & M Rohrleitungsbau GmbH,Wachsmuthstr. 16 13467  Berlin-Hermsdorf,,(030) 4 04 20 27,https://www.gelbeseiten.de/gsbiz/8f9bf543-6e69-4a75-b396-bda56c497ab2
377,EP Rohrbau GmbH,Salbeiweg 6 52477  Alsdorf-Ofden,,(02404) 39 64,https://www.gelbeseiten.de/gsbiz/46d7f3c4-78b4-49d4-8e25-06b69b1add5a
378,ES Planung + Rohrbau GmbH,Gerstenkamp 8 27299  Langwedel-Daverden,,(04232) 88 07-0,https://www.gelbeseiten.de/gsbiz/5d7f8cb8-c918-43a0-b35e-d53e9332f9cc
379,Essener Hochdruck- und Rohrleitungsbau GmbH,Nordbahnhofstr. 25 70191  Stuttgart-Nord,,(0711) 50 39-0,https://www.gelbeseiten.de/gsbiz/e23a43d8-4163-4040-a33c-ffd051ea4aa2
380,Eugen Engert GmbH,Knautnaundorfer Str. 205 04249  Leipzig-Hartmannsdorf-Knautnaundorf,info@eugen-engert.de,(0341) 44 85-0,https://www.gelbeseiten.de/gsbiz/066307b7-4158-4c7e-8364-bd5ddde35e39
381,Fachvereinigung Betonrohre und Stahlbetonrohre e.V.,Schloßallee 10 53179  Bonn-Mehlem,,(0228) 9 54 56 54,https://www.gelbeseiten.de/gsbiz/4ebe63fa-4329-4eed-9d42-33f7997ebc15
382,Fierus Rohr- u. Schweißtechnik,DEA-Str. 8 29323  Wietze,,(05146) 98 90-0,https://www.gelbeseiten.de/gsbiz/ee108385-55d0-4e6f-8463-24aef6e32922
383,Freytag GmbH & Co. KG L.,Barkhausenstr. 5 28197  Bremen-Woltmershausen,rohrbau-hb@ludwig-freytag.de,(0421) 5 21 58-0,https://www.gelbeseiten.de/gsbiz/1e432a73-df7a-45e5-b89a-1ad8d2813985
384,GeRoTec GmbH Rohrleitungsbau,Kirchplatz 2 01728  Bannewitz,,(0351) 40 35 67 50,https://www.gelbeseiten.de/gsbiz/062e7ca7-2604-4e20-9352-0f20bf1dc913
385,Gockenbach Klaus GmbH,Kirschgartenerstr. 9 35325  Mücke-Nieder-Ohmen,info@hessischermuehlenverein.de,(06400) 18 50,https://www.gelbeseiten.de/gsbiz/1361596f-059f-4a8f-ba1d-9ab949fbe4cb
386,Grandt M. Rohrleitungs- und Anlagenbau GmbH,Ritterstr. 15 52072  Aachen,,(0241) 8 89 59-0,https://www.gelbeseiten.de/gsbiz/9fb192d4-40df-4ef7-a94c-1697e65ca03d
387,Grieger GmbH - Rohr- und Kabelleitungsbau Rohrleitungsbau,Schwarzer Weg 2B 38170  Schöppenstedt,,(05332) 94 77 15,https://www.gelbeseiten.de/gsbiz/ccc358ab-4587-49b8-8a36-d1fca4173833
388,Guerotech Montage und Anlagenbau  GmbH,Hugo-Junkers-Str. 9 50259  Pulheim,,(02238) 46 80 40,https://www.gelbeseiten.de/gsbiz/1b5c8aea-6db2-444e-94dd-eff0bf7403e2
389,Guthmann GmbH,Kastanienallee 7 39387  Oschersleben (Bode)-Peseckendorf,,(039408) 9 37 59,https://www.gelbeseiten.de/gsbiz/f4277ae4-7e50-4b16-b54a-44a02a12ce0e
390,H & R Industrierohrbau GmbH,Silostr. 37 65929  Frankfurt-Unterliederbach,info@hr-industrierohrbau.de,(069) 3 00 35 80,https://www.gelbeseiten.de/gsbiz/1ebd488f-2c82-4969-a104-821d5915c5ec
391,Henkel Rohrverformungstechnik GmbH,Setzer Str. 8 57223  Kreuztal-Buschhütten,info@henkel-gmbh.de,(0271) 77 34 90,https://www.gelbeseiten.de/gsbiz/6232cf81-88d2-4ada-8c00-37802f3e4bb6
392,Hirschberger Ernst GmbH,Sechs-Eichen-Weg 6 66386  St. Ingbert,Hirschberger_Rohrl.Lu@t-online.de,(06894) 46 26,https://www.gelbeseiten.de/gsbiz/784ac021-3efe-489d-8473-215faa524355
393,Hofmann,Hinter der Schenke 5 99958  Tonna-Burgtonna,imh.rohrleitungsbau@t-online.de,(036042) 7 94 25,https://www.gelbeseiten.de/gsbiz/8e382d5a-2092-43ea-8dcb-d1856184e897
394,IMON GmbH,Kalkröse 12 34560  Fritzlar,info@imon-anlagenbau.de,(05622) 91 91 00,https://www.gelbeseiten.de/gsbiz/a47297b8-cb37-43ba-aaa4-3c453a140671
395,Industrie-Rohr-Bau GmbH,Hörner Deichfeld West 11 21683  Stade,,(04141) 77 78-0,https://www.gelbeseiten.de/gsbiz/42c0a8f5-7836-4177-8539-de98edd8704f
396,Industrie-Rohr-Bau GmbH,Werkstr. 14 21706  Drochtersen,,(04143) 99 92-0,https://www.gelbeseiten.de/gsbiz/7959746c-ef92-4348-9ba7-79c31019df7c
397,ION Deutschland GmbH,Hirschburgweg 5 40629  Düsseldorf-Ludenberg,,(0211) 61 87 00,https://www.gelbeseiten.de/gsbiz/0266a128-5883-4b6f-b798-963d96d38e52
398,IRB Industrieller Rohrleitungs- und Anlagenbau GmbH,Gutenbergstr. 1 66740  Saarlouis,info@irb-rohrleitungsbau.de,(06831) 12 32 88,https://www.gelbeseiten.de/gsbiz/26970e76-0ce6-4058-8676-60cc7e15f685
399,Junggeburth GmbH & Co. KG,Ottostr. 2 50259  Pulheim,,(02238) 80 95-60,https://www.gelbeseiten.de/gsbiz/d569f75a-696e-4b11-b05a-3210ac378b22
400,Junk Industrieller Rohr- und Anlagenbau GmbH,Dieselstr. 6 49835  Wietmarschen-Lohne,,(05908) 9 37 34-0,https://www.gelbeseiten.de/gsbiz/6cdec8d1-6f8d-48df-811f-7b9c11b7febd
401,Junkes Klimatechnik GmbH,Ottostr. 4 54294  Trier,info@junkes.de,(0651) 8 10 94 00,https://www.gelbeseiten.de/gsbiz/ba35062f-44ef-473d-bb50-efa0e617cc2b
402,K & R Eilers GmbH,Hackelkamp 7 38667  Bad Harzburg-Harlingerode,,(05322) 9 01-0,https://www.gelbeseiten.de/gsbiz/d94b4406-6f19-43f4-8a0d-0afc13f64b65
403,Keßler Rohrleitungsbau Hirsch GmbH,Friesstr. 18 60388  Frankfurt-Seckbach,info@kessler-hirsch.de,(069) 9 04 75 20,https://www.gelbeseiten.de/gsbiz/23d5f374-03bc-4fd5-bc74-8318950c8176
404,Kison & Meyer GmbH Ing.-Büro Versorgungstechnik,Blöckenweg 5 21423  Winsen (Luhe)-Rottorf,,(04133) 65 74,https://www.gelbeseiten.de/gsbiz/88659dd4-6503-43a4-a9ec-0fabc659db37
405,Klumpp GmbH,Robert-Bosch-Str. 15 77656  Offenburg-Elgersweier,,(0781) 96 19-0,https://www.gelbeseiten.de/gsbiz/1d81b815-e7ce-44d9-9ab7-9d31d07655f2
406,Konzmann - Frey GmbH Rohrleitungsbau,Hafenbahnstr. 14 70327  Stuttgart-Untertürkheim,,(0711) 6 45 14 75,https://www.gelbeseiten.de/gsbiz/b703a612-bdbd-4461-8836-4fdb70ab8167
407,Krahl Horst GmbH Rohrleitungsbau,Nikolaus-Otto-Str. 6 24536  Neumünster-Einfeld,,(04321) 95 72-0,https://www.gelbeseiten.de/gsbiz/82bc5c5b-9dd2-4399-8a86-b4ab929bef70
408,KS Rohrleitungsbau Sewerin GmbH & Co. KG,Lademannbogen 17 22339  Hamburg-Hummelsbüttel,,(040) 7 00 10 09-0,https://www.gelbeseiten.de/gsbiz/9407b18c-64eb-4b32-9369-aaf6f041dafd
409,Kuhlmann Leitungsbau GmbH,Köthensche Str. 1-3 06406  Bernburg (Saale),,(03471) 3 01 98-0,https://www.gelbeseiten.de/gsbiz/2f9bac2c-c500-4036-99de-14d226dcdf54
410,Laager Tief- und Rohrleitungsbau GmbH,Breesen 46 18299  Laage-Breesen,,(038459) 3 58 33,https://www.gelbeseiten.de/gsbiz/1180499c-055b-435b-9b6c-6211dbdf150d
411,Lauer Industrieanlagen und Rohrleitungsbau GmbH,Röntgenstr. 3 66763  Dillingen,info@lauer-dillingen.de,(06831) 76 60,https://www.gelbeseiten.de/gsbiz/42c605da-d88d-4035-8239-6c70b2df16e1
412,Lautec GmbH,Bruchstücker 91 76661  Philippsburg,,(07256) 8 08 22-0,https://www.gelbeseiten.de/gsbiz/252403f3-40d1-4247-b4f1-0c9cdc3fa629
413,Locatec Hamburg-West R.D. Ortungstechnik Leckortung,Gazellenkamp 92 22529  Hamburg-Lokstedt,,(040) 18 05 01 28,https://www.gelbeseiten.de/gsbiz/5b31b932-5143-4c6c-af18-bfdb11fb1306
414,Lorenz Hermann,Stadtweg 12 37154  Northeim-Sudheim,,(05551) 33 39,https://www.gelbeseiten.de/gsbiz/941a0942-7f38-4fce-bec0-ff6b4d1e7c45
415,Lütkemüller GmbH,Wiebelsheidestr. 29 59757  Arnsberg,info@luetkemueller.de,(02932) 9 30 30,https://www.gelbeseiten.de/gsbiz/73c27897-7a6e-4fc6-9b5a-9e39334197b8
416,M. I. R. Service GmbH,Markircher Str. 9 68229  Mannheim-Friedrichsfeld,service@mir-gmbh.de,(0621) 4 88 02-0,https://www.gelbeseiten.de/gsbiz/0b5cc533-47bf-4669-88b3-b0a6fd01798e
417,MCE Aschersleben GmbH,Güstener Str. 18 06449  Aschersleben,,(03473) 8 87-0,https://www.gelbeseiten.de/gsbiz/4cb37f2b-8a61-4725-ba6a-60dfd8d5b905
418,Meyer Anlagenbau GmbH & Co. KG,Im Altenschemel 38 67435  Neustadt-Lachen-Speyerdorf,info@meyer-anlagenbau.de,(06327) 96 10 82,https://www.gelbeseiten.de/gsbiz/821bfec2-15b4-4640-acfb-a8d07475beda
419,Müller GmbH Kabelbau Bohrtechnik,Südstr. 20 32683  Barntrup,,(05263) 30 81,https://www.gelbeseiten.de/gsbiz/bc8f87fd-012b-424f-a245-c0005feeabf5
420,Nacap GmbH,Riesaer Str. 100 04319  Leipzig-Engelsdorf,,(0341) 65 75-0,https://www.gelbeseiten.de/gsbiz/20c2fcaa-8a70-4305-9bd6-53fccf0cc495
421,Naumann und Röder GbR Rohrbau,Wenderter Str. 12 31157  Sarstedt,,(05066) 60 51 92,https://www.gelbeseiten.de/gsbiz/62a17308-ecf2-47ae-bbbc-21bfc3a5cb78
422,Nett,Hannebacher Str. 4 56746  Kempenich,kontakt@yellowmap.de,(02655) 96 13 72,https://www.gelbeseiten.de/gsbiz/fa55e9f7-a178-48b3-88cb-d38d6c7992cb
423,Neue Energie Wegberg GmbH Co. KG,Alte Landstr. 3 41844  Wegberg-Klinkum,,(02434) 9 93 29 01,https://www.gelbeseiten.de/gsbiz/4400a119-dd97-4eb6-b868-0f6e14ee2784
424,NiRoVe Industrie Service GmbH,Zur Großen Halle 1 06844  Dessau-Roßlau-Innenstadt,nirove_wolfen@nirove.de,(0340) 26 11 99-0,https://www.gelbeseiten.de/gsbiz/b16c1d2f-4cb4-4bfe-9ade-cc79bd38f92d
425,partec GmbH,Industriestr. 16 89331  Burgau,,(08222) 10 83,https://www.gelbeseiten.de/gsbiz/dd705a3f-f7ff-4b21-863b-3c96df23e681
426,Patrick Holy GmbH Rohrleitungsbau,Feldchenstr. 116 63743  Aschaffenburg-Schweinheim,,(06021) 3 71 84 64,https://www.gelbeseiten.de/gsbiz/ca91eb62-c74c-4a46-9c48-c2b528cb26bb
427,Peter Becht GmbH,Mittlere Ortsstr. 70 76761  Rülzheim,verwaltung@becht-gmbh.de,(07272) 9 32 30,https://www.gelbeseiten.de/gsbiz/9bc75693-9737-4836-b4ef-04b4f387e5b2
428,Petzold GmbH & Co KG,Am Bredenmoor 7 27578  Bremerhaven-Lehe,,(0471) 8 20 61,https://www.gelbeseiten.de/gsbiz/7e6de823-7929-43e3-9896-613046cf8294
429,Pirzer Herbert Rohrleitungsbau mit Bereitschaftsdienst,Talweg 6 93186  Pettendorf,,(09409) 8 59 97 88,https://www.gelbeseiten.de/gsbiz/6a8f61a2-2108-4fdd-8ee0-72a506bce683
430,Pirzer Herbert u. Alexandra,Talweg 6 93186  Pettendorf,,(09409) 25 99,https://www.gelbeseiten.de/gsbiz/545856c7-c961-411e-bd12-5253284b4d13
431,PPS Pipeline Systems GmbH,Bahnhofstr. 12 26452  Sande,,(04422) 95 33-0,https://www.gelbeseiten.de/gsbiz/65357e08-e1af-4284-ac81-22181f1cbe4f
432,PREUSS GmbH,Alte Mittelhäuser Str. 17 99091  Erfurt-Gispersleben,prt-t.erfurt@prt-rohrtechnik.de,(0361) 2 62 58 03,https://www.gelbeseiten.de/gsbiz/b10cd130-26cb-4254-be50-710e0c3edbab
433,PRT Rohrtechnik Nord GmbH,Büsumer Str. 116 24768  Rendsburg,,(04331) 46 79-0,https://www.gelbeseiten.de/gsbiz/8f00308f-8a1d-4171-90e0-c36521a82cd6
434,PRT Rohrtechnik Spenge GmbH Büro Stedum,Am Hettberg 6 31249  Hohenhameln-Stedum-Bekum,,(05128) 4 09 99-0,https://www.gelbeseiten.de/gsbiz/d5c2e0bd-ae03-42db-b8f4-35eb9d6c5e91
435,PSI Products GmbH,Ulrichstr. 25 72116  Mössingen,,(07473) 37 81-0,https://www.gelbeseiten.de/gsbiz/eef8f53d-fdf8-4f85-b064-905d8bfb33d9
436,PSS Pipe Support Systems GmbH,Geßbachstr. 2 66538  Neunkirchen,info@pipesupp.de,(06821) 4 01 10,https://www.gelbeseiten.de/gsbiz/2b529ce4-54ae-4278-95b4-668e1edd322f
437,R & K Personalkoordinationsgesellschafts mbH,Stockheimer Weg 20 61250  Usingen,c.roesner@ruk-gmbh.com,(06081) 44 20 41,https://www.gelbeseiten.de/gsbiz/5be36ea6-572f-4ce4-a520-a6644b59fb90
