Nr,Name,Email,Telefon,Web
404,Vermessungsbüro Thurm,Thurm.Vermessung@t-online.de,(03522) 52 39 67,https://www.gelbeseiten.de/gsbiz/cf4e6565-53a0-479a-81ea-8aa227b7d620
405,Emil Matej GmbH,emil@matej-gmbh.de,(02162) 2 26 72,https://www.gelbeseiten.de/gsbiz/c4a44093-34d9-4246-a4d6-c711744eebeb
406,Greber Bau GmbH,post@greber-bau.de,(07579) 92 12-60,https://www.gelbeseiten.de/gsbiz/626ae6da-a833-46bf-90b8-1a084ed0e320
407,Unger Inh. Peter Unger,mail@unger-bauunternehmung.de,(02338) 21 44,https://www.gelbeseiten.de/gsbiz/56e22906-7af1-4581-8a5c-ede8df0b0340
408,Bauunternehmung Müller GmbH & Co.KG,info@mueller-alpen.de,(02802) 23 28,https://www.gelbeseiten.de/gsbiz/f6c7e1ca-ed47-4d5e-8c4a-acbcec32463f
409,Weis Michael Malerfachbetrieb + Sachverständigenbüro,m.weis@malerfachbetrieb-weis.de,(07234) 98 14 70,https://www.gelbeseiten.de/gsbiz/2bdc4acc-0642-4d72-9230-11c82c5ffd72
410,Fetzer Bauunternehmen GmbH,e.fetzer.bau@t-online.de,(09868) 3 23,https://www.gelbeseiten.de/gsbiz/eca7dcbe-2bb0-43ee-9ff2-38b3ba35cd35
411,Baugeschäft André Lehmann,lehmann-andre@t-online.de,(03643) 82 56 92,https://www.gelbeseiten.de/gsbiz/8d16b918-f5dd-467a-8c7f-c59360e22fed
412,Gries Johann & Wolfgang,info@gries-pflaster-bau.de,(0911) 30 36 36,https://www.gelbeseiten.de/gsbiz/349f7c90-e1db-4171-a9df-e7b52d06e51f
413,Kullmann Bau - Unternehmen GmbH,info@kullmann-bau.de,(02129) 37 98-0,https://www.gelbeseiten.de/gsbiz/3c648b4e-52c0-492b-a6c8-baa01548c792
414,Linn GmbH,info@linn-bau.de,(0211) 47 99 77-0,https://www.gelbeseiten.de/gsbiz/46e23c5d-a732-4707-8e04-a4005a8292eb
415,SAG Sanierung und Ausbau GmbH,sag-dresden@t-online.de,(0351) 3 36 02 63,https://www.gelbeseiten.de/gsbiz/4842d825-9b17-4090-a886-58be5c86f415
416,T & E Erdbau GmbH,info@erd-bau.de,(03762) 4 22 56,https://www.gelbeseiten.de/gsbiz/9b9a9f79-1c08-4878-91bc-05c8277a1573
417,Schiedung Bauunternehmen GmbH & Co. KG,info@schiedung-bau.de,(0531) 33 26 65,https://www.gelbeseiten.de/gsbiz/19690c26-3c55-4137-8d19-75aaf9e5a47a
418,Schnetz GmbH - Zimmerei u. Bauunternehmen,info@geschwister-schnetz.de,(07505) 2 89,https://www.gelbeseiten.de/gsbiz/6c2692b2-b259-4413-8f7b-4f0877272319
419,Bretschneider Großteile-Pulverbeschichtung 20 Jahre,bildhoff@bretschneider-lack.de,(02636) 8 07 09 06,https://www.gelbeseiten.de/gsbiz/2f3e1624-d62b-4bed-9fe7-735e36117147
420,Ernst Späth Bau GmbH,info@ernst-spaeth-bau.de,(07642) 92 94 60,https://www.gelbeseiten.de/gsbiz/6191e225-d5ce-4eaf-aafd-8da60b00997a
421,Gerüstbau Schäfers GmbH,office@ruck-zuck-gerueste.de,(0231) 82 78 82,https://www.gelbeseiten.de/gsbiz/f680300c-739a-47c8-aee3-7cebb06facdb
422,Schiedung Bauunternehmen GmbH & Co. KG,info@schiedung-bau.de,(0531) 33 26 65,https://www.gelbeseiten.de/gsbiz/19690c26-3c55-4137-8d19-75aaf9e5a47a
423,Bauunternehmung Bernd Tichlers,bauunternehmung@tichlers.de,none,https://www.gelbeseiten.de/gsbiz/9f124a3d-150c-4561-8c3c-04f78b2cb860
424,"Schnabel, Harald",harald-schnabel-bau@t-online.de,(02131) 66 67 10,https://www.gelbeseiten.de/gsbiz/a9f65b4e-2e34-4ca5-8e68-4160406eeb8d
425,Lehnhardt u. Siems GmbH,info@ls-hochbau.de,(0571) 3 05 93,https://www.gelbeseiten.de/gsbiz/f8f8db18-3d68-48c5-bf0d-a24d4484df8b
426,SCHÄFER Martin Bau GmbH,m.schaefer@baumitschaefer.de,(07251) 3 48 05 60,https://www.gelbeseiten.de/gsbiz/07ac0749-6fd9-41d8-8375-5876b131eb2c
427,Bönninger GmbH & Co. KG Gerüstbau und -vermietung,info@boenninger.de,(0231) 48 87 88,https://www.gelbeseiten.de/gsbiz/914c9597-c43e-4ab9-938e-f8ef8bb00eb1
428,Bauunternehmen Billstein jun. GmbH & Co. KG,billstein@t-online.de,(02151) 47 37 39,https://www.gelbeseiten.de/gsbiz/3be00b1a-7309-4e8b-bc46-992fc617da1a
429,Billstein jun. GmbH & Co. KG,billstein@t-online.de,(02151) 47 37 39,https://www.gelbeseiten.de/gsbiz/3be00b1a-7309-4e8b-bc46-992fc617da1a
430,Bau Ladewig GmbH,info@bau-ladewig.de,(03501) 46 09 54,https://www.gelbeseiten.de/gsbiz/9b2c1010-d2ab-4cf8-a500-502ba1f46a94
431,Bautenschutz Zieger,info@bautenschutz-zieger.de,(09373) 20 47-0,https://www.gelbeseiten.de/gsbiz/3134fbed-be02-4c7a-abf1-2f5be5773f51
432,Karl Tölle Inh. Siegfried Tölle e.K,Toelle-Hamm@arcor.de,(02381) 2 10 41,https://www.gelbeseiten.de/gsbiz/099651fc-3b45-4a3f-ade9-d935c6f5f2db
433,Ademi Bauunternehmen,fa.ademi@t-online.de,(0214) 7 46 09,https://www.gelbeseiten.de/gsbiz/44c7deec-0c78-4ad2-94f0-7aaa85c260d2
434,SP Bau GmbH,info@sp-bau-gmbh.de,(037606) 3 76 80,https://www.gelbeseiten.de/gsbiz/77657581-9529-45f7-995f-bd9f8ee24ee3
435,Bauunternehmen Tebarts,info@sanierung-duisburg.de,(02841) 8 89 72 05,https://www.gelbeseiten.de/gsbiz/a1600d80-59db-4771-b914-6982f9643fe7
436,Scheuer GmbH,info@scheuer-limburg.de,(06431) 9 34 70,https://www.gelbeseiten.de/gsbiz/cf23a7b0-bf35-4ee2-bc1e-75e71a91819a
437,Bauunternehmen TEBINKA Hochbau - Ausbau - Bauwerksabdichtung,info@tebinka-bau.de,(03303) 5 06 88 50,https://www.gelbeseiten.de/gsbiz/4dc9cb41-454d-44e8-972a-172bd405e205
438,Johann Wollny GmbH Bauunternehmung,info@wollny-gmbh.de,(0211) 28 27 65,https://www.gelbeseiten.de/gsbiz/b78e062d-3363-4965-9154-22a27abbd736
439,Rapp Bau GmbH,info@rappbau.de,(07356) 92 88 51,https://www.gelbeseiten.de/gsbiz/311a8350-cb77-405f-b626-79e3a153b807
440,Sachverständige/Ingenieurbüro Dipl.-Ing. H. Olf GmbH,info@olfsv.de,(06251) 1 06 20,https://www.gelbeseiten.de/gsbiz/207ce29d-c656-431a-8514-b95f8f61a369
441,Sachverständige/Ingenieurbüro Dipl.-Ing. H. Olf GmbH,info@olfsv.de,(06151) 3 99 10,https://www.gelbeseiten.de/gsbiz/c9d0af22-0b4b-47b0-be94-e0fa0793b2ea
442,Sachverständige/Ingenieurbüro Dipl.-Ing. H. Olf GmbH,info@olfsv.de,(06074) 88 13 91,https://www.gelbeseiten.de/gsbiz/ee534202-e588-4bf3-824f-94df14fa079d
443,Sachverständige/Ingenieurbüro Dipl.-Ing. H. Olf GmbH,info@olfsv.de,(06061) 9 42 40,https://www.gelbeseiten.de/gsbiz/dc9f4269-b881-4d0b-b171-61b9cc7b0682
444,FTO Fertigteilwerk Obermain GmbH,info@fto-fertigteilwerk.de,(09574) 3 37-0,https://www.gelbeseiten.de/gsbiz/58791d53-82ca-46e6-a9be-bc4c91114f1d
445,Baubetrieb Kauer,info@baubetrieb-kauer.de,(035973) 2 81 33,https://www.gelbeseiten.de/gsbiz/fda6ecc0-d393-40f5-8cb5-313de750f238
446,Dettmer Planungsbüro,buero@pbdettmer.de,(03771) 4 40 60,https://www.gelbeseiten.de/gsbiz/5e2795e2-2484-4e9a-bdd5-ddc26d4682ca
447,Heinrich Strünker GmbH,info@struenker.de,(02202) 1 88 60,https://www.gelbeseiten.de/gsbiz/b0083a31-c457-45cd-840d-48f40fbae827
448,Merl Günter,firmamerl@t-online.de,(0911) 3 82 09 38,https://www.gelbeseiten.de/gsbiz/86d03cf9-4032-4392-b273-2bd4d8e59501
449,GAAC Commerz GmbH,i-m-bauzentrum@gaac.de,(033764) 8 51 27,https://www.gelbeseiten.de/gsbiz/1f930410-30a5-482b-88c1-3662f93b2e3c
450,IG Bauplan GmbH,mail@ig-bauplan.de,(0631) 36 19 26 00,https://www.gelbeseiten.de/gsbiz/418ceff6-3b82-41da-bb0c-1129748ffdd6
451,Baustoff Brandes GmbH,info@baustoff-brandes.de,(05171) 7 00 91 51,https://www.gelbeseiten.de/gsbiz/f3590321-d14a-4ce6-b433-74c44caba711
452,BETONTECHNIK EISENKREIN,info@bt-eisenkrein.de,(02242) 9 33 18 30,https://www.gelbeseiten.de/gsbiz/af877579-b8d8-4a81-a38f-30a61df1b204
453,"Gustav Buck & Sohn, Bauunternehmung GmbH & Co.KG",info@buck-bau.com,(07063) 97 33-0,https://www.gelbeseiten.de/gsbiz/c19c8e23-3372-4919-8eca-8ccfbfce03c0
454,"Adolf Bach Bau GmbH Hoch-, Tief- u. Stahlbetonbau",info@bach-bau-gmbh.de,(0721) 91 21 20,https://www.gelbeseiten.de/gsbiz/896b1fb9-560b-43af-aaee-78787eca9a16
455,Lars Stammkötter GmbH,info@stammkoetter.ruhr,(02041) 70 20 80,https://www.gelbeseiten.de/gsbiz/011e9c7a-5b1d-42cb-a0ec-09f4884198d0
456,Reitis Verkehrsabsicherung,post.reitis@yahoo.de,0800  7 86 82 34,https://www.gelbeseiten.de/gsbiz/f9a1fafa-3ee9-47a2-b584-5713d042c017
457,W. Renner GmbH,kontakt@renner-baustoffe.de,(034327) 99 50,https://www.gelbeseiten.de/gsbiz/74a3ca55-3d78-40e5-8116-ea7658dcc743
458,Consulting-Büro Frieg GmbH,info@cbfr.de,(0234) 54 61 01-10,https://www.gelbeseiten.de/gsbiz/c4098783-c908-4881-b0b8-b463f97656aa
459,Meyer W.,bauunternehmung.meyer@t-online.de,(0201) 69 97 66,https://www.gelbeseiten.de/gsbiz/8d4ddae3-aa02-49a7-80a2-06264f9fe20f
460,Becker-Marx Bauunternehmung ,info@becker-marx-bau.de,(06578) 98 41 43,https://www.gelbeseiten.de/gsbiz/788d8bdf-703c-4ab6-a7e5-a591fd8754ae
461,Brechtel GmbH,info@brechtel.saarland,(06898) 93 50 06,https://www.gelbeseiten.de/gsbiz/898376e6-335a-4e99-a93b-8d597c3b2a74
462,KuBuS planung gmbh & co. kg,info@kubus-group.com,(06441) 9 48 50,https://www.gelbeseiten.de/gsbiz/001c4f5f-72ce-48b0-8d78-e89d9df8ed8b
463,Schultheiss Hoch- und Tiefbau GmbH,info@schultheiss-hoch-tiefbau.de,(0911) 34 70 92 50,https://www.gelbeseiten.de/gsbiz/9ae35bb1-9dcd-43cb-baed-22bf4f04d749
464,Tuba Bau GmbH,info@tuba-bau.de,(06852) 90 36 50,https://www.gelbeseiten.de/gsbiz/02b5bb62-28b6-4171-9b09-5b9568b68bfa
465,Wohnungsbau Holz GmbH,info@wohnungsbau-holz.de,(06581) 49 45,https://www.gelbeseiten.de/gsbiz/19fac59e-d60e-4c09-bae4-27b52ff66949
466,Hailfinger Bau GmbH & Co.KG,info@hailfinger-bau.de,(07128) 23 43,https://www.gelbeseiten.de/gsbiz/3dd35c38-e8de-4301-b9bc-ff6ac50ed0fb
467,Hiddemann Horst und Lars Dipl.-Ing. Dipl.-Phys.,horsthiddemann@gmx.de,(02306) 8 03 32,https://www.gelbeseiten.de/gsbiz/77cf6d0e-373a-4db7-b84e-3103728b210c
468,ABAKUS Ingenieurbau Berlin GmbH,kontakt@abakus-berlin.de,(030) 22 19 76 63,https://www.gelbeseiten.de/gsbiz/6cf81429-a65b-4713-bd43-638326843cc7
469,Deuschle Markus,kontakt@deuschle-bau.de,(0711) 3 46 14 65,https://www.gelbeseiten.de/gsbiz/4dcd1b01-b1ec-4c08-a0d1-250d1da8893f
470,Basibüyük Wärmedämmverbundsystem GmbH,info@basibueyuek.de,(0157) 86 73 18 26,https://www.gelbeseiten.de/gsbiz/26d40483-7e36-4c90-945c-f666626534f1
471,Baubetrieb für Hoch- und Tiefbau Roland Noack,info@hoch-tiefbau-noack.de,(03563) 34 48 27,https://www.gelbeseiten.de/gsbiz/d40b7c86-6cb7-43d1-85a5-7d7044c354e7
472,Weidler Wilhelm GmbH & Co. KG Bauunternehmung,info@wilhelm-weidler.de,(07181) 98 70-0,https://www.gelbeseiten.de/gsbiz/cf0f6c0c-ec44-4793-ad0c-43b90bfe9714
473,Bauunternehmen Sievert Hoch- Tief- & Stahlbetonbau,info@sievert-werne.de,(02389) 28 16,https://www.gelbeseiten.de/gsbiz/eb2bafe9-a168-46bb-b603-6f87e6c01a6b
474,Gebr. Obermann Bauunternehmen GmbH,info@bauunternehmen-obermann.de,(0521) 32 05 96,https://www.gelbeseiten.de/gsbiz/d11fc429-fade-4693-9115-be199fdd7e1b
475,Fugenwelt-Steinhoff,fugentechniksteinhoff@gmx.de,(0176) 40 77 00 28,https://www.gelbeseiten.de/gsbiz/d3460eea-53e9-4282-8739-9643985a4134
476,Architekt Lehmann U.,ulrich@altbausanierung-lehmann.de,(02307) 92 53 98,https://www.gelbeseiten.de/gsbiz/2234e479-0c81-48f6-a2f0-b95b5fb9d8c5
477,Kömpf Bauzentrum,info@koempf.de,(07051) 93 93,https://www.gelbeseiten.de/gsbiz/4e0dd1d3-96b5-4ff6-9837-6f372a7750c1
478,Ingenieurbüro für Hochbau Gekeler & Vielgut,info@gv-stahlbau.de,(09681) 9 12 23,https://www.gelbeseiten.de/gsbiz/0b371cf9-afeb-4abd-95cb-adfda0c4b24e
479,Bauunternehmen Franz Nolde GmbH,info@noldebau.de,(0209) 3 18 15-0,https://www.gelbeseiten.de/gsbiz/25feb13a-c485-48b6-9912-0b8680462b08
480,Bauunternehmung Reiner Schädler GmbH,info@schaedler-bau.de,(07129) 6 02 66,https://www.gelbeseiten.de/gsbiz/0ebb2b4d-2b43-4481-a0de-61abee943832
481,Bauunternehmung Reiner Schädler GmbH,info@schaedler-bau.de,(07129) 6 02 66,https://www.gelbeseiten.de/gsbiz/d0770e4e-4591-4a95-bf54-07e8177d4074
482,HS Hochbau Stevens Baubetrieb,info@hs-baubetrieb.de,(0208) 5 80 26-0,https://www.gelbeseiten.de/gsbiz/60c17376-53c4-498f-b0f1-203e3f352104
483,Armbruster Autokranvermietung GmbH,info@armbruster-autokrane.de,(07127) 83 44,https://www.gelbeseiten.de/gsbiz/65630a79-061c-4848-aa3d-b040212c1059
484,NAGLER u. FOLTER Vermessungsbüro,Nagler-Folter@t-online.de,(07175) 9 02 94,https://www.gelbeseiten.de/gsbiz/e0279358-efd6-4690-a7f6-c432bb7d1c23
485,Schäfer III. GmbH & Co. KG,info@schaefer-drei-bau.de,(06258) 8 00 90,https://www.gelbeseiten.de/gsbiz/8c625130-eae3-4a16-bde9-da6fb005dbab
486,Schäfer III. GmbH & Co. KG,info@schaefer-drei-bau.de,(06258) 8 00 90,https://www.gelbeseiten.de/gsbiz/8c625130-eae3-4a16-bde9-da6fb005dbab
487,Algesheimer Bauunternehmung GmbH & Co. KG,info@algesheimer-bau.de,(06721) 1 21 65,https://www.gelbeseiten.de/gsbiz/a69a6c19-ecfb-4236-a397-c03d81c3a7a7
488,Bäuerle-Architekten,info@baeuerle-architekten-brandschutz.de,(0681) 84 49 60 11,https://www.gelbeseiten.de/gsbiz/3f5f3d6e-3f67-438d-809a-4de748914760
489,Bauunterhmen Dacic ZD Bau GmbH,zijahd@web.de,(02324) 6 86 49 56,https://www.gelbeseiten.de/gsbiz/f9dbbeb1-a251-41b5-9798-9c4957f9fbb1
490,Bauunternehmen Dacic ZD Bau GmbH,zijahd@web.de,(02324) 6 86 49 56,https://www.gelbeseiten.de/gsbiz/f9dbbeb1-a251-41b5-9798-9c4957f9fbb1
491,Becker Erwin GmbH,info@becker-saarburg.de,(06581) 91 15 10,https://www.gelbeseiten.de/gsbiz/323a179e-12ee-4d40-bd33-3e1216188b93
492,"Conen Franz, Architekturbüro",info@architekt-conen.de,(06501) 9 28 90,https://www.gelbeseiten.de/gsbiz/4cc4667c-805b-4dc0-9da1-2ab3c35636f1
493,Erdbaulaboratorium Saar  GmbH,info@ErdbauLaborSaar.de,(06806) 4 99 88 30,https://www.gelbeseiten.de/gsbiz/fff74cde-9032-46b3-9cd2-47c596547219
494,HW Bau GmbH ,hw-bau@kabelmail.de,(06831) 5 05 65 81,https://www.gelbeseiten.de/gsbiz/96b2f19b-5ce7-4467-95da-8fc504708ad3
495,Ilcapo Abrissunternehmen,info@ilcapo-abriss.de,(06150) 9 72 96 37,https://www.gelbeseiten.de/gsbiz/c9e242a2-e0c8-4bc5-aee1-411c6e393799
496,Implenia Modernbau GmbH,info.modernbau@implenia.com,(0681) 8 19 90,https://www.gelbeseiten.de/gsbiz/e8d6debc-3159-4f65-9388-1a008155b768
497,WBL Lechner GmbH Massivhaus,info@wbl-lechner.de,(06898) 50 47 04,https://www.gelbeseiten.de/gsbiz/f4298983-dea5-486e-858a-7f920154a56c
498,XXL-bauteam GmbH,mail@xxl-bauteam.de,(069) 25 78 04 90,https://www.gelbeseiten.de/gsbiz/da39cf90-45e3-4602-97d4-149ccbdbe370
499,Fütterer,info@bausachverstaendiger-fuetterer.de,(02054) 40 00,https://www.gelbeseiten.de/gsbiz/d6919054-9cd5-4872-b7b4-07475157aaed
500,Huhnholz Bau GmbH,huhnholz.bau@freenet.de,(03331) 2 12 86,https://www.gelbeseiten.de/gsbiz/1d9c1a5a-5d52-400b-8e08-a91c4370c1b0
501,Schmidt Ingolf,i.schmidt-bau@t-online.de,(034295) 7 32 91,https://www.gelbeseiten.de/gsbiz/67bc1e7a-19d0-4174-b2f3-566f66d69d20
502,Ringbauer Helmut Beratender Ingenieur,info@ib-ringbauer.de,(069) 87 20 61 00,https://www.gelbeseiten.de/gsbiz/fc0b1281-a12e-4e11-a8e2-191cb653aaaa
503,Eugen Hofmann GmbH,info@eugen-hofmann.de,(069) 30 40 57,https://www.gelbeseiten.de/gsbiz/20e475f3-0e43-40ec-829a-1a9eaca4f3c9
504,Jaeger Hoch- & Tiefbau GmbH,kontakt@jaeger-hochundtiefbau.de,(02306) 9 25 96 71,https://www.gelbeseiten.de/gsbiz/d51b2e19-ee69-4a69-bd4a-4c5e20c806d3
505,Bauunternehmung Schneider GmbH,info@schneider-bau-hatzfeld.de,(06467) 2 65,https://www.gelbeseiten.de/gsbiz/b911d621-a00f-410d-b2b0-7e7f1c8f7bc6
506,Heiming GbR,info@heiming-bau.de,(02369) 98 94-0,https://www.gelbeseiten.de/gsbiz/d9b522eb-2402-4287-aef8-229c5abdf67a
507,"Stülb Sven Dipl.-Ing. (FH), Ingenieur für Baustatik ",info@statik-stuelb.de,(06531) 2 01 37 99,https://www.gelbeseiten.de/gsbiz/6144c1c7-0f2b-4687-8ad4-6c356b5d2851
508,Dall Stefan Dipl.-Ing.,info@dall-vermessung.de,(02306) 6 12 12,https://www.gelbeseiten.de/gsbiz/000c12b5-4649-43c4-a57d-e1b8f1bbe5b3
509,FREYER BAUUNTERNEHMEN GmbH,mail@freyergmbh.de,(033606) 49 86,https://www.gelbeseiten.de/gsbiz/fb6998b1-4e19-4aea-aa54-e8545120ff62
510,Heiming,info@holz-baustoffe-wulfen.de,(02369) 9 84 84-0,https://www.gelbeseiten.de/gsbiz/21c3792f-81d6-4fa9-9c2f-2487be0516b9
511,Aydemir & Nuran GbR,aydemirundnuran@t-online.de,(06403) 77 67 09,https://www.gelbeseiten.de/gsbiz/49445686-e13b-41de-9c73-49dd5963cb22
512,Forster Magnus Dipl.-Ing. Ingenieurbüro für Baustatik,info@forster-ing.de,(07171) 9 27 36-0,https://www.gelbeseiten.de/gsbiz/9a4a8c1a-1a34-4331-97e5-0fd1b5379c2a
513,Bauunternehmen Hassler GmbH,hassler-katzweiler@t-online.de,(06301) 14 09,https://www.gelbeseiten.de/gsbiz/284e6c2d-6dac-4a73-a4bd-7743061e8b72
514,Bauunternehmen LOBO GmbH,info@lobo-bauunternehmen.de,(02327) 95 49 51,https://www.gelbeseiten.de/gsbiz/d8e0ab30-531b-444c-945e-b83843c41755
515,Broneske-Ingenieure GmbH,info@broneske-ing.de,(07144) 8 88 98 88,https://www.gelbeseiten.de/gsbiz/7b4d932e-fda2-4577-a101-0058d7197c71
516,Gross Martin Bauunternehmung,info@gross-mondorf.de,(06869) 2 30,https://www.gelbeseiten.de/gsbiz/a0fc3466-bd6f-493c-9742-265524e742a3
517,Junk Bau-GmbH,info@junkbau.com,(06582) 9 14 10,https://www.gelbeseiten.de/gsbiz/7de80535-7208-446e-afcd-b70e1a317f4c
518,Kubitza Bau GmbH,info@kubitzabau.de,(02306) 96 58 20,https://www.gelbeseiten.de/gsbiz/071378ff-ab6e-4d63-bbf8-d37008fee68b
519,OBW Massivhaus GmbH & Co. KG,info@obw-massivhaus.de,(033652) 82 59 48,https://www.gelbeseiten.de/gsbiz/4ac1670e-284b-4e7b-8b5a-bd2f4ee32ff6
520,Baugeschäft Jürgen Fackert,juergen@fackert-bau.de,(0203) 41 22 33,https://www.gelbeseiten.de/gsbiz/a8cedaab-f9b7-4778-b641-8dfaf144ec2a
521,MATTIG & LINDNER GmbH,info@mattig-lindner.de,(03562) 97 03-0,https://www.gelbeseiten.de/gsbiz/6975a440-080c-4873-a35c-9997749d746a
522,Wagner Hans Bauunternehmen GmbH,info@wagnerbau-nbg.de,(0911) 34 32 41,https://www.gelbeseiten.de/gsbiz/855bdfcc-6a21-4043-9650-04e894b00bcd
523,Ezel Gebr. Bauunternehmung,info@ezel.de,(07042) 97 20-0,https://www.gelbeseiten.de/gsbiz/608ad2ff-50d9-4639-80eb-bc41659d9e36
524,Fuchs Hermann Bauunternehmung GmbH,zentrale@hermann-fuchs-bau.de,(07961) 90 53-0,https://www.gelbeseiten.de/gsbiz/df9c0f8a-2a0d-49c9-8add-a2093ad47fe4
525,Kühn Baugeschäft,info@bau-kuehn.com,(03724) 25 64,https://www.gelbeseiten.de/gsbiz/b933ab7c-b1d3-4173-91e9-c60294bc0c85
526,Grünwald Michael MG Hochbau GmbH,MG.Gruenwald-2007@web.de,(08454) 9 12 88 08,https://www.gelbeseiten.de/gsbiz/97417c94-6076-439d-ad43-8aa3c20b33d3
527,Bauunternehmen Fromme Karl GmbH & Co. KG,info@karl-fromme.de,(02365) 1 51 51,https://www.gelbeseiten.de/gsbiz/f1538f70-5449-42bd-b0a8-91ec0341169b
528,SHG Spezial-Hochbau und Bauservice GmbH,mail@shg-spezial-hochbau.de,(03361) 30 66 60,https://www.gelbeseiten.de/gsbiz/ac081f71-3ef9-418c-a9e5-956d4c977323
529,Dall Stefan öffentl. bestellter Vermessungsingenieur,info@dall-vermessung.de,(02306) 6 12 12,https://www.gelbeseiten.de/gsbiz/000c12b5-4649-43c4-a57d-e1b8f1bbe5b3
530,Dall Stefan öffentl. bestellter Vermessungsingenieur,info@dall-vermessung.de,(02306) 6 12 12,https://www.gelbeseiten.de/gsbiz/3e38b4fd-54f7-4b30-891b-19d0153bf942
531,Muric GmbH Bauunternehmen,info@muric-gmbh.de,(02065) 5 29 38 20,https://www.gelbeseiten.de/gsbiz/25b169b5-7386-4d94-8117-b1eb2a00c476
532,Hausbau Huber GmbH Bauunternehmung,info@hausbau-huber.de,(07773) 93 23-0,https://www.gelbeseiten.de/gsbiz/975f809f-716b-41fe-b9c5-d613a2787345
533,Bauunternehmen H & V GmbH,info@hvbau.de,(02327) 93 36 16,https://www.gelbeseiten.de/gsbiz/b0669433-f122-4d72-9718-5dcdf9ea8e13
534,G & T Bauunternehmung Hoch- u. Tiefbau GmbH,rudolfgasch@aol.com,(0231) 7 25 98 80,https://www.gelbeseiten.de/gsbiz/51f3f3d1-016b-4a76-8b50-97f76bcf64df
535,Hütter H. GmbH & Co. KG,info@huetter-bau.de,(02362) 98 94-0,https://www.gelbeseiten.de/gsbiz/774c0682-af07-43b7-b2fa-2847013fc2b1
536,OHLE BAUUNTERNEHMEN,info@ohle-bau-werne.de,(02389) 5 22 83,https://www.gelbeseiten.de/gsbiz/430fda13-1912-4dd4-8fb8-5824cd6f4b4c
537,Bauunternehmen Schneider GmbH & Co. KG,kontakt@bauunternehmenschneider.de,(06232) 8 50 99 60,https://www.gelbeseiten.de/gsbiz/23fad480-4a85-4b4c-af9c-de2e4306f4a7
538,Projektbau Ruhr GmbH,kontakt@projektbau-ruhr.de,(0201) 33 06 84 08,https://www.gelbeseiten.de/gsbiz/e25ae6d7-aee9-4d42-bd5c-527b01d27708
539,TAUER-BAU GmbH,tauer-bau@t-online.de,(03346) 84 54 84,https://www.gelbeseiten.de/gsbiz/2db20a3e-9add-4ad1-8c19-68d387d942eb
540,Verfuß GmbH Bauunternehmen,info@verfuss.de,(02372) 92 71-0,https://www.gelbeseiten.de/gsbiz/6c0a07d5-91f9-4954-9ce1-ed2342a6d502
541,Baugeschäft Dawe GmbH,info@dawe.de,(0551) 99 89 00,https://www.gelbeseiten.de/gsbiz/36c923da-7539-4a38-829a-d00a0e740b6a
542,"Beer-Bau GmbH Hoch-, Tief- und Stahlbetonbau",info@beer-bau-gmbh.de,(0511) 42 88 71,https://www.gelbeseiten.de/gsbiz/3b7cda35-3821-4258-b665-34df1973829a
543,Cieslik,info@geruestbau-cieslik.de,(0231) 51 60 61,https://www.gelbeseiten.de/gsbiz/6bb98980-1a39-44a8-b587-6987a94feb74
544,Klaus Martin Hochbau-Tiefbau GmbH,info@martin-hochbau-tiefbau.de,(02365) 4 50 85,https://www.gelbeseiten.de/gsbiz/b3e0045f-55fd-47a4-890c-28b90c52479d
545,Architekt Horst Ehlers (baugewerblich),mail@architekt-horst-ehlers.de,(069) 65 00 86 91,https://www.gelbeseiten.de/gsbiz/711e53aa-f85b-4cde-906b-24be609f0119
546,Gusenburger Uwe,gusenburger@hotmail.de,(0151) 53 20 54 11,https://www.gelbeseiten.de/gsbiz/b6abe96c-260d-41f9-b851-8bb466e2d661
547,Hader Christoph Dienstleistungen,christoph.hader@gmx.de,(02327) 8 32 83 93,https://www.gelbeseiten.de/gsbiz/650c7aca-2e7e-4a88-bd8b-b4e829c51fed
548,Kupper Bernd Baugeschäft,info@baugeschaeft-kupper.de,(07272) 7 70 10 10,https://www.gelbeseiten.de/gsbiz/ed86fbb8-ef23-492a-988d-33c1cba12619
549,Oblender Alexander,a.oblender@web.de,(06898) 68 94 90,https://www.gelbeseiten.de/gsbiz/e145f759-2087-424e-a3c1-34998059e147
550,San-Tec Hochbau GmbH,info@san-tec-hochbau.de,(0341) 20 05 75 90,https://www.gelbeseiten.de/gsbiz/e4ecd066-ffd5-4308-9a7f-7609b8724928
551,Wolfer & Goebel Bau GmbH,info@wolfer-goebel.de,(0711) 25 86-0,https://www.gelbeseiten.de/gsbiz/80eb94af-5540-4324-ba42-3c387c59ac4e
552,Ingenieurbüro v. Spiess & Partner mbB,info@von-spiess.de,(0231) 55 69 22-0,https://www.gelbeseiten.de/gsbiz/65c4dffe-22f9-4833-8ce5-3f0b6a13c197
553,Schwarzwälder Edelputzwerk GmbH,info@schwepa.com,(07223) 98 36-0,https://www.gelbeseiten.de/gsbiz/0a5270da-471b-4986-b563-6e79e0fb9ff6
554,K & K Gerüstbau Falkensee GmbH,info@k-k-geruestbau.de,(03322) 29 92-0,https://www.gelbeseiten.de/gsbiz/c55671c2-f449-4f38-a260-b73389575d19
